trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
603,False,"{'a': 0.75, 'e': 0.35862670921637635}",35,25,6.849016608406283,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.75, 'e': 0.35675903109420365}",25,1,-89.28314701138466,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
605,False,"{'a': 0.75, 'e': 0.3548899259363823}",20,12,12.81966716326513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.75, 'e': 0.3530194012193304}",25,0,-58.499288991404434,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
607,False,"{'a': 0.75, 'e': 0.3511474644251443}",20,0,-53.49801684055911,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
608,False,"{'a': 0.75, 'e': 0.34927412304156863}",20,4,24.6195215398493,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.75, 'e': 0.34739938456196656}",20,14,10.611065843550518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.75, 'e': 0.3455232564852894}",20,12,13.554741302773015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.75, 'e': 0.34364574631604705}",20,8,9.981618105561484,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.75, 'e': 0.3417668615642776}",20,0,4.94184814977696,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
613,False,"{'a': 0.75, 'e': 0.3398866097455176}",20,7,-4.883855440249029,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
614,False,"{'a': 0.75, 'e': 0.33800499838077175}",20,16,8.239450370637455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.75, 'e': 0.3361220349964831}",20,9,-4.5443285346127285,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
616,False,"{'a': 0.75, 'e': 0.3342377271245026}",20,0,9.524393327716787,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
617,False,"{'a': 0.75, 'e': 0.33235208230205926}",20,9,8.460144344413774,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.75, 'e': 0.33046510807172985}",20,12,15.778593453190204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.75, 'e': 0.3285768119814088}",20,11,-18.57040538344931,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
620,False,"{'a': 0.75, 'e': 0.3266872015842779}",25,15,20.885501922945874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.75, 'e': 0.32479628443877623}",20,0,-25.525181218113794,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
622,False,"{'a': 0.75, 'e': 0.3229040681085699}",25,15,19.889783544566153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.75, 'e': 0.32101056016252166}",20,10,-6.533344631021167,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
624,False,"{'a': 0.75, 'e': 0.3191157681746608}",25,13,3.16106818406542,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.75, 'e': 0.3172196997241527}",20,12,3.501031933974369,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.75, 'e': 0.3153223623952687}",25,1,-1.3678769409997613,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
627,False,"{'a': 0.75, 'e': 0.3134237637773555}",20,15,-11.192801223038083,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
628,False,"{'a': 0.75, 'e': 0.3115239114648051}",20,3,17.967860357053603,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.75, 'e': 0.3096228130570242}",20,11,10.819587778623777,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.75, 'e': 0.3077204761584039}",20,10,-29.91360074988656,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
631,False,"{'a': 0.75, 'e': 0.30581690837828934}",30,16,-9.238690757812424,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
632,False,"{'a': 0.75, 'e': 0.3039121173309489}",25,15,7.389751543396137,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.75, 'e': 0.30200611063554444}",20,6,1.4000789725918859,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
634,False,"{'a': 0.75, 'e': 0.3000988959161001}",20,2,-25.21439916058409,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
635,False,"{'a': 0.75, 'e': 0.2981904808014722}",20,6,-6.435605793962332,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.75, 'e': 0.29628087292531874}",25,20,9.25007200672825,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.75, 'e': 0.29437007992606856}",25,4,0.04920891386898152,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
638,False,"{'a': 0.75, 'e': 0.29245810944689116}",25,6,12.919755033497061,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.75, 'e': 0.29054496913566596}",25,8,-48.90664979757567,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
640,False,"{'a': 0.75, 'e': 0.2886306666449516}",20,4,-45.07042628915841,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
641,False,"{'a': 0.75, 'e': 0.2867152096319555}",25,15,16.342754646535678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.75, 'e': 0.28479860575850313}",30,11,26.323939095667285,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.75, 'e': 0.2828808626910075}",25,9,-49.723576886520675,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
644,False,"{'a': 0.75, 'e': 0.28096198810043826}",30,17,-27.53644548299354,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
645,False,"{'a': 0.75, 'e': 0.2790419896622912}",25,6,-6.906813252120502,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
646,False,"{'a': 0.75, 'e': 0.2771208750565576}",25,18,9.448492360113464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.75, 'e': 0.2751986519676933}",20,13,-0.8964418805054821,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.75, 'e': 0.273275328084588}",20,13,6.9147275757702324,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.75, 'e': 0.2713509111005347}",20,15,2.789638305735104,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.75, 'e': 0.26942540871319887}",25,9,-45.47948527518916,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
651,False,"{'a': 0.75, 'e': 0.26749882862458735}",30,11,-16.395324748963453,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
652,False,"{'a': 0.75, 'e': 0.265571178541018}",30,15,-14.49183449350205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
653,False,"{'a': 0.75, 'e': 0.2636424661730887}",20,14,-0.6082642811418992,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.75, 'e': 0.2617126992356461}",20,10,-46.24123716700649,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
655,False,"{'a': 0.75, 'e': 0.25978188544775555}",20,11,-8.23542555732042,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.75, 'e': 0.2578500325326696}",25,13,-1.0795697996146358,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
657,False,"{'a': 0.75, 'e': 0.2559171482177973}",20,0,-72.37128466565974,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
658,False,"{'a': 0.75, 'e': 0.2539832402346734}",25,9,-22.116258100235967,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
659,False,"{'a': 0.75, 'e': 0.25204831631892716}",25,12,20.380897531449758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.75, 'e': 0.2501123842102517}",25,13,-52.3037522501369,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
661,False,"{'a': 0.75, 'e': 0.2481754516523729}",30,7,-54.95196810188321,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
662,False,"{'a': 0.75, 'e': 0.24623752639301838}",20,0,5.606158549843909,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
663,False,"{'a': 0.75, 'e': 0.24429861618388662}",20,9,0.5492709364024906,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.75, 'e': 0.24235872878061585}",20,6,16.82329680463367,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.75, 'e': 0.2404178719427531}",30,7,-2.8512897724532253,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
666,False,"{'a': 0.75, 'e': 0.23847605343372313}",25,15,6.873116923921531,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.75, 'e': 0.2365332810207974}",30,16,-29.33355272510514,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
668,False,"{'a': 0.75, 'e': 0.23458956247506296}",30,2,7.686330288936782,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
